Unique ID,Document ID,Payee Name,Issue Date,Agency,Department,Check Amount,Expense Category,Contract ID,Contract Purpose,Capital Project,Spending Category,Fiscal year,Calendar year
305,20130095983-1-DSB-AD,PREMIER ELECTRICAL,2012-11-26,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",4270.51,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL234,Capital Contracts,2013,2012
306,20130203049-1-DSB-EFT,JOHN G WAITE ASSOCIATES ARCHITECTS PLLC,2012-12-17,New York Public Library,400-037-D08,4208.3,DESIGN-CONSULTANT-BUILDINGS,CT185020111403966,"A&E Historic Preservation Design,Architecture Engineering",850LNCA0996S007,Capital Contracts,2013,2012
307,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",4187.75,CONSTRUCTION-BUILDINGS,PRC2850PH12C21P969,,850LNC2STAPL020,Capital Contracts,2013,2013
308,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-D08,4019.9,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
309,20130263679-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-01-30,New York Public Library,400-037-008,4001.4,DESIGN-CONSULTANT-BUILDINGS,,,850LNC2STAPL900,Capital Contracts,2013,2013
310,20130443076-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-05-28,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",4000,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNCA08PBY001,Capital Contracts,2013,2013
311,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-D08,3976.7,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
312,20130288639-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-02-19,New York Public Library,400-037-R01,3970.96,CONSTRUCTION-BUILDINGS,CT185020100015371,206 SOUTH AVENUE,850LNC02MHNB199,Capital Contracts,2013,2013
313,20130282203-1-DSB-EFT,RICE ARCHITECTURE P C,2013-02-13,New York Public Library,400-037-D08,3921.42,DESIGN-CONSULTANT-BUILDINGS,CTA185020100009328,A&E SERVICES CONSORTIUM REQUIREMENTS CONTRACT,850LNEMA08WS014,Capital Contracts,2013,2013
314,20130207505-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3913.75,CONSTRUCTION-BUILDINGS,PRC2850GS10C01P800,,850LNMWHTREA006,Capital Contracts,2013,2013
315,20130203011-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-12-17,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3873.15,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2012
316,20130219513-1-DSB-AD,PREMIER ELECTRICAL,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3840,CONSTRUCTION-BUILDINGS,PRC2850PA11C05P969,,850LNC2STAPL020,Capital Contracts,2013,2013
317,20130236119-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-06-12,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3767.78,CONSTRUCTION-BUILDINGS,PRC2850AJ11C5P6800,,850LNMWHTREA006,Capital Contracts,2013,2013
318,20130434624-1-DSB-EFT,MANHATTAN CONTRACTING GROUP INC,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3767.78,CONSTRUCTION-BUILDINGS,PRC2850AJ11C5P6800,,850LNMWHTREA006,Capital Contracts,2013,2013
319,20130184918-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-12-03,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",3733,DESIGN-CONSULTANT-BUILDINGS,CT185020111403782,Replaces CT 850 20100016637,850LNCA10YRK012,Capital Contracts,2013,2012
320,20130167181-1-DSB-EFT,GHA TECHNOLOGIES INC,2012-11-19,New York Public Library,400-037-D08,3714,CAPITAL PURCHASED EQUIPMENT,CT103520131401985,Stapleton - Initial Outfitting,037LNMA12STP001,Capital Contracts,2013,2012
321,20130277413-1-DSB-EFT,ARCADIA ELECTRICAL COMPANY INC,2013-02-11,New York Public Library,400-037-X01,3710.02,CONSTRUCTION-BUILDINGS,CT185020121419036,"JOCS Electrical work for Fire Libraries, Health, Human Svc",850LNBXA08LS402,Capital Contracts,2013,2013
322,20130288340-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2013-02-19,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3683.15,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA016,Capital Contracts,2013,2013
323,20130386916-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-04-24,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3629.55,CONSTRUCTION-BUILDINGS,CT185020100015371,206 SOUTH AVENUE,850LNC02MHNB005,Capital Contracts,2013,2013
324,20130203011-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-12-17,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3612.7,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA113,Capital Contracts,2013,2012
325,20130207507-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",3600,CONSTRUCTION-BUILDINGS,PRC2850PH12C11P800,,850LNMWHTREA007,Capital Contracts,2013,2013
326,20130022594-1-DSB-EFT,BQE INDUSTRIES INC,2012-07-23,New York Public Library,400-037-008,3597.65,CONSTRUCTION-BUILDINGS,CT185020100020324,REQUIREMENTS CONTRACTS FOR ROOF REPLACEMENTS AND RELATED,850LNE08MNBW310,Capital Contracts,2013,2012
327,20130462785-1-DSB-EFT,GREENMAN-PEDERSEN INC,2013-06-10,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",3535,DESIGN-CONSULTANT-BUILDINGS,CT185020111403782,Replaces CT 850 20100016637,850LNCA09GRC001,Capital Contracts,2013,2013
328,20130126004-1-DSB-EFT,JOHN G WAITE ASSOCIATES ARCHITECTS PLLC,2012-10-15,New York Public Library,400-037-D08,3518.5,DESIGN-CONSULTANT-BUILDINGS,CT185020111403966,"A&E Historic Preservation Design,Architecture Engineering",850LNCA0996S007,Capital Contracts,2013,2012
329,20130277635-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-02-11,New York Public Library,400-037-R01,3504.55,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL124,Capital Contracts,2013,2013
330,20130207505-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3359.87,CONSTRUCTION-BUILDINGS,PRC2850LC11C3P6800,,850LNMWHTREA006,Capital Contracts,2013,2013
331,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-D08,3357.3,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL045,Capital Contracts,2013,2013
332,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3336.15,CONSTRUCTION-BUILDINGS,PRC2850LC12C19P969,,850LNC2STAPL020,Capital Contracts,2013,2013
333,20130158009-1-DSB-AD,PREMIER ELECTRICAL,2013-02-26,New York Public Library,400-037-R01,3317.82,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL124,Capital Contracts,2013,2013
334,20130039883-1-DSB-EFT,"S & N BUILDERS, INC.",2012-08-02,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",3230.1,CONSTRUCTION-BUILDINGS,PRC2850CONV0001530,,850LNCSAGREA031,Capital Contracts,2013,2012
335,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3225.2,CONSTRUCTION-BUILDINGS,PRC2850PH12C16P816,,850LNC2STAPL003,Capital Contracts,2013,2013
336,20130108189-1-DSB-AD,PREMIER ELECTRICAL,2012-12-18,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3211.16,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL231,Capital Contracts,2013,2012
337,20130288464-1-DSB-EFT,ARCADIA ELECTRICAL COMPANY INC,2013-02-19,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",3131.9,CONSTRUCTION-BUILDINGS,CT185020121419036,"JOCS Electrical work for Fire Libraries, Health, Human Svc",850LNCA09GRC004,Capital Contracts,2013,2013
338,20130277635-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-02-11,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3065.16,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL503,Capital Contracts,2013,2013
339,20130399763-1-DSB-EFT,ATLAS RESTORATION CORP,2013-04-30,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",3034,CONSTRUCTION-BUILDINGS,CT185020121439723,HVAC 4 LIBRARIES,850LNEA08MHV004,Capital Contracts,2013,2013
340,20130236514-1-DSB-AD,RELIANT CONSULTING INC,2013-06-13,New York Public Library,400-037-D08,3015,CAPITAL PURCHASED EQUIPMENT,POC03520132001686,Initial outfitting of expanded public library,037LNMA12STP001,Capital Contracts,2013,2013
341,20130467827-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-06-12,New York Public Library,400-037-R01,2921.45,CONSTRUCTION-BUILDINGS,PRC2850DM11C07P408,,850LNC2STAPL032,Capital Contracts,2013,2013
342,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-R01,2875.65,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL128,Capital Contracts,2013,2013
343,20130007581-1-DSB-AD,PREMIER ELECTRICAL,2012-07-11,New York Public Library,400-037-R01,2850,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL037,Capital Contracts,2013,2012
344,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2773,CONSTRUCTION-BUILDINGS,PRC2850AJ11C6P9816,,850LNC2STAPL003,Capital Contracts,2013,2013
345,20130277635-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-02-11,New York Public Library,400-037-R01,2735.05,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL124,Capital Contracts,2013,2013
346,20130203011-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-12-17,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2729.3,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA112,Capital Contracts,2013,2012
347,20130207505-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2726.38,CONSTRUCTION-BUILDINGS,PRC2850BK10C02P800,,850LNMWHTREA006,Capital Contracts,2013,2013
348,20130203011-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-12-17,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2689.6,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA118,Capital Contracts,2013,2012
349,20130093700-1-DSB-EFT,JOHN G WAITE ASSOCIATES ARCHITECTS PLLC,2012-09-18,New York Public Library,400-037-D08,2689,DESIGN-CONSULTANT-BUILDINGS,CT185020111403966,"A&E Historic Preservation Design,Architecture Engineering",850LNCA0996S007,Capital Contracts,2013,2012
350,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2643.75,CONSTRUCTION-BUILDINGS,PRC2850DM12C13P816,,850LNC2STAPL003,Capital Contracts,2013,2013
351,20130158009-1-DSB-AD,PREMIER ELECTRICAL,2013-02-26,New York Public Library,400-037-R01,2623.64,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL124,Capital Contracts,2013,2013
352,20130032125-1-DSB-AD,PREMIER ELECTRICAL,2012-08-20,New York Public Library,400-037-R01,2620.86,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL037,Capital Contracts,2013,2012
353,20130146016-1-DSB-AD,INGRAM BOOK COMPANY,2013-02-12,New York Public Library,400-037-D08,2599.84,CAPITAL PURCHASED EQUIPMENT,CT103520131413192,Stapleton - Library Materials.Ingram,037LNMA12STP003,Capital Contracts,2013,2013
354,20130062258-1-DSB-EFT,N/A (PRIVACY/SECURITY),2012-08-22,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",2588,DESIGN-CONSULTANT-BUILDINGS,,,850LNC005CC 015,Capital Contracts,2013,2012
355,20130263679-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-01-30,New York Public Library,400-037-D02,2569.8,DESIGN-CONSULTANT-BUILDINGS,,,850LNC2STAPL009,Capital Contracts,2013,2013
356,20130404899-1-DSB-EFT,"FIVE STAR CONTRACTING CO., INC",2013-05-06,New York Public Library,400-037-D08,2552.2,CONSTRUCTION-BUILDINGS,PRC2850PH13C03PTL1,,850LNCA11125010,Capital Contracts,2013,2013
357,20130418933-1-DSB-EFT,HEWLETT-PACKARD COMPANY,2013-05-13,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",2520,CAPITAL PURCHASED EQUIPMENT,CT103520131416556,Desktop PC's: NYS OGS Requirement Contract - PT65350,037LNMA13DTC002,Capital Contracts,2013,2013
358,20130155727-1-DSB-EFT,PAGNAMENTA TORRIANI ARCHITECTS,2012-11-07,New York Public Library,400-037-R01,2499.84,DESIGN-CONSULTANT-BUILDINGS,CTA185020070021823,A & E SERVICES CONSORTIUM REQUIREMENT CONTRACT,850LNC02MHNB010,Capital Contracts,2013,2012
359,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2434.5,CONSTRUCTION-BUILDINGS,PRC2850KK13C28P969,,850LNC2STAPL020,Capital Contracts,2013,2013
360,20130155437-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-11-07,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",2413,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNCA08PBY001,Capital Contracts,2013,2012
361,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2398.5,CONSTRUCTION-BUILDINGS,PRC2850DM12C15P969,,850LNC2STAPL020,Capital Contracts,2013,2013
362,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2365.33,CONSTRUCTION-BUILDINGS,PRC2850LC12C11P969,,850LNC2STAPL020,Capital Contracts,2013,2013
363,20130160578-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-11-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2340.8,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA116,Capital Contracts,2013,2012
364,20130160578-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-11-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2242.95,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA115,Capital Contracts,2013,2012
365,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2220.82,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL138,Capital Contracts,2013,2013
366,20130160578-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-11-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2182.97,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA101,Capital Contracts,2013,2012
367,20130364623-1-DSB-EFT,TECTONIC ENGINEERING & SURVEYING CONSULTANTS P C,2013-04-10,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",2150,DESIGN-CONSULTANT-BUILDINGS,CT185020100018177,SPECIAL INSPECTIONS & LAB. TESTING SVCS. CULT/LIB/PLCE & FRE,850LNCA08PBY008,Capital Contracts,2013,2013
368,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-R01,2140.35,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL116,Capital Contracts,2013,2013
369,20130219513-1-DSB-AD,PREMIER ELECTRICAL,2013-05-23,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2097.5,CONSTRUCTION-BUILDINGS,PRC2850DM11C06P969,,850LNC2STAPL020,Capital Contracts,2013,2013
370,20130150288-1-DSB-EFT,"THE GORDIAN GROUP, INC.",2012-10-30,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",2042.49,DESIGN-CONSULTANT-BUILDINGS,CT185020111408491,Renewal of JOCS-DDC,850LNBXA08LS301,Capital Contracts,2013,2012
371,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",2005,CONSTRUCTION-BUILDINGS,PRC2850NS11C04P816,,850LNC2STAPL003,Capital Contracts,2013,2013
372,20130324005-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-15,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1994.05,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL022,Capital Contracts,2013,2013
373,20130160578-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-11-13,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1991.76,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA015,Capital Contracts,2013,2012
374,20130277635-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-02-11,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1962.5,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL003,Capital Contracts,2013,2013
375,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1950,CONSTRUCTION-BUILDINGS,PRC2850LC13C33P969,,850LNC2STAPL020,Capital Contracts,2013,2013
376,20130399763-1-DSB-EFT,ATLAS RESTORATION CORP,2013-04-30,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1900,CONSTRUCTION-BUILDINGS,CT185020121439723,HVAC 4 LIBRARIES,850LNEA08MHV300,Capital Contracts,2013,2013
377,20130108189-1-DSB-AD,PREMIER ELECTRICAL,2012-12-18,New York Public Library,400-037-R01,1897.56,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL124,Capital Contracts,2013,2012
378,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-R01,1896.2,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL103,Capital Contracts,2013,2013
379,20130464071-1-DSB-EFT,HEWLETT-PACKARD COMPANY,2013-06-10,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",1887,CAPITAL PURCHASED EQUIPMENT,CT103520131416556,Desktop PC's: NYS OGS Requirement Contract - PT65350,037LNMA13DTC002,Capital Contracts,2013,2013
380,20130150288-1-DSB-EFT,"THE GORDIAN GROUP, INC.",2012-10-30,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",1826.64,DESIGN-CONSULTANT-BUILDINGS,CT185020111408491,Renewal of JOCS-DDC,850LNBXA08LS501,Capital Contracts,2013,2012
381,20130108189-1-DSB-AD,PREMIER ELECTRICAL,2012-12-18,New York Public Library,400-037-R01,1734.11,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL124,Capital Contracts,2013,2012
382,20130408982-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-05-07,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1725,CONSTRUCTION-BUILDINGS,PRC2850NS10C01P816,,850LNC2STAPL003,Capital Contracts,2013,2013
383,20130203011-1-DSB-EFT,NICHOLSON & GALLOWAY INC,2012-12-17,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1722.63,CONSTRUCTION-BUILDINGS,CT185020101404612,JEFFERSON MARKET BRANCH LIBRARY EXTERIOR,850LNC3JMADA109,Capital Contracts,2013,2012
384,20130214272-1-DSB-AD,MANHATTAN CONTRACTING GROUP INC,2013-05-16,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",1706.44,CONSTRUCTION-BUILDINGS,PRC2850PH12C11P800,,850LNMWHTREA007,Capital Contracts,2013,2013
385,20130337937-1-DSB-EFT,JOHN G WAITE ASSOCIATES ARCHITECTS PLLC,2013-03-25,New York Public Library,400-037-D08,1685.25,DESIGN-CONSULTANT-BUILDINGS,CT185020111403966,"A&E Historic Preservation Design,Architecture Engineering",850LNCA0996S007,Capital Contracts,2013,2013
386,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1679.85,CONSTRUCTION-BUILDINGS,PRC2850KK12C13P969,,850LNC2STAPL020,Capital Contracts,2013,2013
387,20130167181-1-DSB-EFT,GHA TECHNOLOGIES INC,2012-11-19,New York Public Library,400-037-D08,1606,CAPITAL PURCHASED EQUIPMENT,POC03520132001684,Initial outfitting of expanded public library,037LNMA12STP001,Capital Contracts,2013,2012
388,20130246377-1-DSB-AD,TRIBORO ELECTRICAL CONTRACTING CORP,2013-06-26,New York Public Library,400-037-D08,1600,CAPITAL PURCHASED EQUIPMENT,POC03520132006156,15 Branch Security electrical work,037LNCA13SE1001,Capital Contracts,2013,2013
389,20130399105-1-DSB-EFT,N/A (PRIVACY/SECURITY),2013-04-30,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",1590.5,DESIGN-CONSULTANT-BUILDINGS,,,850LNCA09TRE001,Capital Contracts,2013,2013
390,20130324005-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-15,New York Public Library,400-037-R01,1547.22,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL117,Capital Contracts,2013,2013
391,20130231573-1-DSB-AD,PREMIER ELECTRICAL,2013-06-06,New York Public Library,400-037-R01,1538.94,CONSTRUCTION-BUILDINGS,PRC2850SS13C24C969,,850LNC2STAPL037,Capital Contracts,2013,2013
392,20130372026-1-DSB-EFT,TECTONIC ENGINEERING & SURVEYING CONSULTANTS P C,2013-04-15,New York Public Library,"ACQUISITION, CONSTRUCTION, RECONSTRUCTIO",1500,DESIGN-CONSULTANT-BUILDINGS,CT185020100018177,SPECIAL INSPECTIONS & LAB. TESTING SVCS. CULT/LIB/PLCE & FRE,850LNEA08DOH008,Capital Contracts,2013,2013
393,20130324005-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-15,New York Public Library,400-037-R01,1444,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL037,Capital Contracts,2013,2013
394,20130320960-1-DSB-EFT,PLAZA CONSTRUCTION CORPORATION,2013-03-13,New York Public Library,400-037-R01,1401.25,CONSTRUCTION-BUILDINGS,CT185020100015408,STAPLETON BRANCH LIBRARY RENOVATION & EXAPANSION,850LNC2STAPL110,Capital Contracts,2013,2013
395,20130277635-1-DSB-EFT,"FRAMAN MECHANICAL, INC",2013-02-11,New York Public Library,400-037-R01,1397.45,CONSTRUCTION-BUILDINGS,CT185020090039816,STAPLETON BRANCH LIBRARY,850LNC2STAPL124,Capital Contracts,2013,2013
396,20130158009-1-DSB-AD,PREMIER ELECTRICAL,2013-02-26,New York Public Library,400-037-R01,1371.38,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL124,Capital Contracts,2013,2013
397,20130032125-1-DSB-AD,PREMIER ELECTRICAL,2012-08-20,New York Public Library,400-037-008,1362.67,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL225,Capital Contracts,2013,2012
398,20130382619-1-DSB-EFT,ARCADIA ELECTRICAL COMPANY INC,2013-04-22,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",1339.07,CONSTRUCTION-BUILDINGS,CT185020121419036,"JOCS Electrical work for Fire Libraries, Health, Human Svc",850LNBXA08LS803,Capital Contracts,2013,2013
399,20130108189-1-DSB-AD,PREMIER ELECTRICAL,2012-12-18,New York Public Library,400-037-D08,1322.21,CONSTRUCTION-BUILDINGS,CT185020100009969,STAPLETON BRANCH LIBRARY RENOVATION,850LNC2STAPL045,Capital Contracts,2013,2012
400,20130152393-1-DSB-EFT,GREENMAN-PEDERSEN INC,2012-10-31,New York Public Library,"CITY COUNCIL FUNDING FOR ACQUISITION, CO",1294,DESIGN-CONSULTANT-BUILDINGS,CT185020070020496,,850LNC005CC 015,Capital Contracts,2013,2012
